utc_datetime,impact,currency,event,actual,forecast,previous
2019-11-07T18:01:00Z,Medium Impact Expected,USD,30-y Bond Auction,2.43|2.2,,2.17|2.2
2019-11-07T20:00:00Z,Low Impact Expected,USD,Consumer Credit m/m,9.5B,15.6B,17.8B
2019-11-07T23:30:00Z,Low Impact Expected,JPY,Average Cash Earnings y/y,0.8%,0.1%,-0.1%
2019-11-07T13:00:00Z,Low Impact Expected,JPY,Household Spending y/y,9.5%,7.1%,1.0%
2019-11-08T00:30:00Z,High Impact Expected,AUD,RBA Monetary Policy Statement,,,
2019-11-07T13:00:00Z,Low Impact Expected,AUD,Home Loans m/m,1.4%,2.1%,2.7%
2019-11-08T03:10:00Z,Medium Impact Expected,CNY,Trade Balance,301B,287B,275B
2019-11-08T03:11:00Z,Medium Impact Expected,CNY,USD-Denominated Trade Balance,42.8B,40.6B,39.7B
2019-11-08T05:00:00Z,Low Impact Expected,JPY,Leading Indicators,92.2%,92.2%,91.9%
2019-11-08T06:45:00Z,Low Impact Expected,CHF,Unemployment Rate,2.3%,2.3%,2.3%
2019-11-08T07:00:00Z,Low Impact Expected,EUR,German Trade Balance,19.2B,19.3B,18.7B
2019-11-08T07:45:00Z,Low Impact Expected,EUR,French Industrial Production m/m,0.3%,0.4%,-0.9%
2019-11-07T13:00:00Z,Low Impact Expected,EUR,French Prelim Private Payrolls q/q,0.3%,0.3%,0.2%
2019-11-07T13:00:00Z,Low Impact Expected,EUR,French Trade Balance,-5.6B,-4.9B,-5.4B
2019-11-08,Low Impact Expected,EUR,ECOFIN Meetings,,,
2019-11-08T13:00:00Z,,,,,,
2019-11-08T13:18:00Z,Low Impact Expected,CAD,Housing Starts,202K,220K,221K
2019-11-08T13:30:00Z,High Impact Expected,CAD,Employment Change,-1.8K,14.7K,53.7K
2019-11-08T13:00:00Z,High Impact Expected,CAD,Unemployment Rate,5.5%,5.5%,5.5%
2019-11-08T13:00:00Z,Low Impact Expected,CAD,Building Permits m/m,-6.5%,-1.9%,5.6%
2019-11-08T15:00:00Z,Medium Impact Expected,USD,Prelim UoM Consumer Sentiment,95.7,96.0,95.5
2019-11-08T13:00:00Z,Low Impact Expected,USD,Final Wholesale Inventories m/m,-0.4%,-0.3%,-0.3%
2019-11-08T13:00:00Z,Low Impact Expected,USD,Prelim UoM Inflation Expectations,2.5%,,2.5%
2019-11-08T16:45:00Z,Low Impact Expected,USD,FOMC Member Brainard Speaks,,,
2019-11-08T18:30:00Z,Low Impact Expected,CAD,Gov Council Member Beaudry Speaks,,,
2019-11-09T01:00:00Z,Low Impact Expected,USD,FOMC Member Williams Speaks,,,
2019-11-09T01:30:00Z,Medium Impact Expected,CNY,CPI y/y,3.8%,3.2%,3.0%
2019-11-08T13:00:00Z,Low Impact Expected,CNY,PPI y/y,-1.6%,-1.5%,-1.2%
2019-11-09T13:00:00Z,,,,,,
2019-11-10,Medium Impact Expected,EUR,Spanish Parliamentary Election,,,
2019-11-10T13:00:00Z,,,,,,
2019-11-10T23:50:00Z,Low Impact Expected,JPY,Bank Lending y/y,2.0%,2.0%,2.0%
2019-11-10T13:00:00Z,Low Impact Expected,JPY,BOJ Summary of Opinions,,,
2019-11-10T13:00:00Z,Low Impact Expected,JPY,Core Machinery Orders m/m,-2.9%,0.9%,-2.4%
2019-11-10T13:00:00Z,Low Impact Expected,JPY,Current Account,1.49T,1.66T,1.72T
2019-11-11T05:00:00Z,Low Impact Expected,JPY,Economy Watchers Sentiment,36.7,40.7,46.7
2019-11-11T07:00:00Z,Low Impact Expected,EUR,German WPI m/m,-0.1%,0.2%,-0.4%
2019-11-11,Non-Economic,EUR,French Bank Holiday,,,
2019-11-11T09:00:00Z,Low Impact Expected,EUR,Italian Industrial Production m/m,-0.4%,-0.4%,0.4%
2019-11-11T09:01:00Z,High Impact Expected,CNY,New Loans,661B,800B,1690B
2019-11-10T13:00:00Z,Low Impact Expected,CNY,M2 Money Supply y/y,8.4%,8.4%,8.4%
2019-11-11T09:30:00Z,High Impact Expected,GBP,Prelim GDP q/q,0.3%,0.4%,-0.2%
2019-11-10T13:00:00Z,Medium Impact Expected,GBP,GDP m/m,-0.1%,-0.1%,-0.2%
2019-11-10T13:00:00Z,Medium Impact Expected,GBP,Manufacturing Production m/m,-0.4%,-0.2%,-0.7%
2019-11-10T13:00:00Z,Low Impact Expected,GBP,Construction Output m/m,-0.2%,-0.5%,0.1%
2019-11-10T13:00:00Z,Low Impact Expected,GBP,Goods Trade Balance,-12.5B,-10.1B,-10.8B
2019-11-10T13:00:00Z,Low Impact Expected,GBP,Index of Services 3m/3m,0.4%,0.4%,0.4%
2019-11-10T13:00:00Z,Low Impact Expected,GBP,Industrial Production m/m,-0.3%,-0.1%,-0.7%
2019-11-10T13:00:00Z,Low Impact Expected,GBP,Prelim Business Investment q/q,0.0%,-0.5%,-0.4%
2019-11-11,Non-Economic,CAD,Bank Holiday,,,
2019-11-11T13:00:00Z,,,,,,
2019-11-12,Non-Economic,USD,Bank Holiday,,,
2019-11-11T13:15:00Z,Low Impact Expected,USD,FOMC Member Rosengren Speaks,,,
2019-11-11T13:17:00Z,Low Impact Expected,GBP,NIESR GDP Estimate,0.1%,,0.3%
2019-11-11T21:45:00Z,Low Impact Expected,NZD,Visitor Arrivals m/m,-0.1%,,1.4%
2019-11-11T23:50:00Z,Low Impact Expected,JPY,M2 Money Stock y/y,2.5%,2.5%,2.4%
2019-11-12T00:30:00Z,Medium Impact Expected,AUD,NAB Business Confidence,2,,0
2019-11-12T02:00:00Z,High Impact Expected,NZD,Inflation Expectations q/q,1.80%,,1.86%
2019-11-12T03:35:00Z,Low Impact Expected,JPY,30-y Bond Auction,0.46|3.7,,0.38|3.9
2019-11-12T05:59:00Z,Low Impact Expected,JPY,Prelim Machine Tool Orders y/y,-37.4%,,-35.5%
2019-11-12T09:30:00Z,Medium Impact Expected,GBP,Average Earnings Index 3m/y,3.6%,3.8%,3.7%
2019-11-11T13:00:00Z,Low Impact Expected,GBP,Claimant Count Change,33.0K,24.2K,13.5K
2019-11-11T13:00:00Z,Low Impact Expected,GBP,Unemployment Rate,3.8%,3.9%,3.9%
2019-11-12T10:00:00Z,Medium Impact Expected,EUR,German ZEW Economic Sentiment,-2.1,-13.2,-22.8
2019-11-11T13:00:00Z,Low Impact Expected,EUR,ZEW Economic Sentiment,-1.0,-11.5,-23.5
2019-11-12T10:30:00Z,Medium Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-11-12T10:45:00Z,Low Impact Expected,USD,NFIB Small Business Index,102.4,102.3,101.8
2019-11-12T13:00:00Z,,,,,,
2019-11-12T17:00:00Z,High Impact Expected,USD,President Trump Speaks,,,
2019-11-12T21:45:00Z,Low Impact Expected,NZD,FPI m/m,-0.3%,,0.0%
2019-11-12T23:30:00Z,Medium Impact Expected,AUD,Westpac Consumer Sentiment,4.5%,,-5.5%
2019-11-12T23:50:00Z,Low Impact Expected,JPY,PPI y/y,-0.4%,-0.5%,-1.1%
2019-11-13T00:30:00Z,High Impact Expected,AUD,Wage Price Index q/q,0.5%,0.5%,0.5%
2019-11-13T01:00:00Z,High Impact Expected,NZD,Official Cash Rate,1.00%,0.75%,1.00%
2019-11-12T13:00:00Z,High Impact Expected,NZD,RBNZ Monetary Policy Statement,,,
2019-11-12T13:00:00Z,High Impact Expected,NZD,RBNZ Rate Statement,,,
2019-11-13T02:00:00Z,High Impact Expected,NZD,RBNZ Press Conference,,,
2019-11-13T07:00:00Z,Low Impact Expected,EUR,German Final CPI m/m,0.1%,0.1%,0.1%
2019-11-13T09:30:00Z,High Impact Expected,GBP,CPI y/y,1.5%,1.6%,1.7%
2019-11-12T13:00:00Z,Low Impact Expected,GBP,Core CPI y/y,1.7%,1.7%,1.7%
2019-11-12T13:00:00Z,Low Impact Expected,GBP,HPI y/y,1.3%,1.2%,1.3%
2019-11-12T13:00:00Z,Low Impact Expected,GBP,PPI Input m/m,-1.3%,-1.1%,-0.9%
2019-11-12T13:00:00Z,Low Impact Expected,GBP,PPI Output m/m,-0.1%,0.0%,-0.1%
2019-11-12T13:00:00Z,Low Impact Expected,GBP,RPI y/y,2.1%,2.2%,2.4%
2019-11-13T10:00:00Z,Low Impact Expected,EUR,Industrial Production m/m,0.1%,-0.2%,0.4%
2019-11-13T10:32:00Z,Low Impact Expected,EUR,German 10-y Bond Auction,-0.29|2.0,,-0.41|2.3
2019-11-13T13:00:00Z,,,,,,
2019-11-13T13:30:00Z,High Impact Expected,USD,Core CPI m/m,0.2%,0.2%,0.1%
2019-11-13T13:00:00Z,High Impact Expected,USD,CPI m/m,0.4%,0.3%,0.0%
2019-11-13T13:00:00Z,High Impact Expected,USD,CPI y/y,1.8%,1.7%,1.7%
2019-11-13T13:00:00Z,Medium Impact Expected,All,BRICS Summit,,,
2019-11-13T16:00:00Z,High Impact Expected,USD,Fed Chair Powell Testifies,,,
2019-11-13T19:02:00Z,Low Impact Expected,USD,Federal Budget Balance,-134.5B,-131.0B,82.8B
2019-11-13T19:10:00Z,High Impact Expected,NZD,RBNZ Gov Orr Speaks,,,
2019-11-13T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-11-13T22:50:00Z,Medium Impact Expected,AUD,RBA Gov Bullock Speaks,,,
2019-11-13T23:50:00Z,Low Impact Expected,JPY,Prelim GDP q/q,0.1%,0.2%,0.3%
2019-11-13T23:53:00Z,Low Impact Expected,JPY,Prelim GDP Price Index y/y,0.6%,0.5%,0.4%
2019-11-14T00:01:00Z,Low Impact Expected,GBP,RICS House Price Balance,-5%,-3%,-3%
2019-11-14T00:05:00Z,Low Impact Expected,AUD,MI Inflation Expectations,4.0%,,3.6%
2019-11-14T00:30:00Z,High Impact Expected,AUD,Employment Change,-19.0K,16.2K,12.5K
2019-11-13T13:00:00Z,High Impact Expected,AUD,Unemployment Rate,5.3%,5.2%,5.2%
2019-11-14T02:00:00Z,Medium Impact Expected,CNY,Fixed Asset Investment ytd/y,5.2%,5.4%,5.4%
2019-11-13T13:00:00Z,Medium Impact Expected,CNY,Industrial Production y/y,4.7%,5.5%,5.8%
2019-11-13T13:00:00Z,Low Impact Expected,CNY,Retail Sales y/y,7.2%,7.8%,7.8%
2019-11-13T13:00:00Z,Low Impact Expected,CNY,Unemployment Rate,5.1%,,5.2%
2019-11-14T04:30:00Z,Low Impact Expected,JPY,Tertiary Industry Activity m/m,1.8%,0.2%,0.3%
2019-11-14T07:00:00Z,High Impact Expected,EUR,German Prelim GDP q/q,0.1%,-0.1%,-0.1%
2019-11-14T07:30:00Z,Low Impact Expected,CHF,PPI m/m,-0.2%,0.0%,-0.3%
2019-11-14T07:45:00Z,Low Impact Expected,EUR,French Final CPI m/m,0.0%,-0.1%,-0.1%
2019-11-14T09:30:00Z,High Impact Expected,GBP,Retail Sales m/m,-0.1%,0.2%,0.0%
2019-11-14T10:00:00Z,Low Impact Expected,EUR,Flash Employment Change q/q,0.1%,0.2%,0.2%
2019-11-13T13:00:00Z,Low Impact Expected,EUR,Flash GDP q/q,0.2%,0.2%,0.2%
2019-11-14T10:30:00Z,Low Impact Expected,USD,FOMC Member Quarles Speaks,,,
2019-11-14T10:34:00Z,Low Impact Expected,GBP,30-y Bond Auction,1.25|1.7,,1.15|2.0
2019-11-14T13:00:00Z,,,,,,
2019-11-14T13:30:00Z,Low Impact Expected,CAD,NHPI m/m,0.2%,0.2%,0.1%
2019-11-14T13:00:00Z,High Impact Expected,USD,PPI m/m,0.4%,0.3%,-0.3%
2019-11-14T13:00:00Z,Medium Impact Expected,USD,Core PPI m/m,0.3%,0.2%,-0.3%
2019-11-14T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,225K,215K,211K
2019-11-14T14:10:00Z,Low Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-11-14T13:00:00Z,Low Impact Expected,USD,FOMC Member Evans Speaks,,,
2019-11-14T13:00:00Z,Medium Impact Expected,All,BRICS Summit,,,
2019-11-14T14:30:00Z,Low Impact Expected,GBP,CB Leading Index m/m,-0.4%,,-0.5%
2019-11-14T15:00:00Z,High Impact Expected,USD,Fed Chair Powell Testifies,,,
2019-11-14T13:00:00Z,Low Impact Expected,USD,Mortgage Delinquencies,3.97%,,4.53%
2019-11-14T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,3B,2B,34B
2019-11-14T16:00:00Z,Medium Impact Expected,USD,Crude Oil Inventories,2.2M,1.5M,7.9M
2019-11-14T17:00:00Z,Medium Impact Expected,CHF,Gov Board Member Maechler Speaks,,,
2019-11-14T13:00:00Z,Low Impact Expected,USD,FOMC Member Williams Speaks,,,
2019-11-14T17:20:00Z,Low Impact Expected,USD,FOMC Member Bullard Speaks,,,
2019-11-14T21:30:00Z,Medium Impact Expected,NZD,BusinessNZ Manufacturing Index,52.6,,48.8
2019-11-15T01:30:00Z,Medium Impact Expected,AUD,RBA Deputy Gov Debelle Speaks,,,
2019-11-14T13:00:00Z,Low Impact Expected,CNY,New Home Prices m/m,0.50%,,0.53%
2019-11-15T02:45:00Z,High Impact Expected,CAD,BOC Gov Poloz Speaks,,,
2019-11-15T04:30:00Z,Low Impact Expected,JPY,Revised Industrial Production m/m,1.7%,1.4%,1.4%
2019-11-15T09:02:00Z,Low Impact Expected,EUR,Italian Trade Balance,2.78B,3.54B,2.59B
2019-11-15T10:00:00Z,Low Impact Expected,EUR,Final Core CPI y/y,1.1%,1.1%,1.1%
2019-11-14T13:00:00Z,Low Impact Expected,EUR,Final CPI y/y,0.7%,0.7%,0.7%
2019-11-14T13:00:00Z,Low Impact Expected,EUR,Trade Balance,18.3B,18.7B,19.7B
2019-11-15T13:00:00Z,,,,,,
2019-11-15T13:30:00Z,Low Impact Expected,CAD,Foreign Securities Purchases,4.76B,4.22B,4.62B
2019-11-15T13:00:00Z,Low Impact Expected,CAD,Gov Council Member Lane Speaks,,,
2019-11-15T13:00:00Z,High Impact Expected,USD,Core Retail Sales m/m,0.2%,0.3%,-0.1%
2019-11-15T13:00:00Z,High Impact Expected,USD,Retail Sales m/m,0.3%,0.1%,-0.3%
2019-11-15T13:00:00Z,Low Impact Expected,USD,Empire State Manufacturing Index,2.9,6.1,4.0
2019-11-15T13:00:00Z,Low Impact Expected,USD,Import Prices m/m,-0.5%,-0.2%,0.1%
2019-11-15T14:15:00Z,Low Impact Expected,USD,Capacity Utilization Rate,76.7%,77.2%,77.5%
2019-11-15T13:00:00Z,Low Impact Expected,USD,Industrial Production m/m,-0.8%,-0.4%,-0.3%
2019-11-15T15:00:00Z,Low Impact Expected,USD,Business Inventories m/m,0.0%,0.1%,-0.1%
2019-11-15T17:00:00Z,Low Impact Expected,EUR,German Buba President Weidmann Speaks,,,
2019-11-16T13:00:00Z,,,,,,
2019-11-16T13:00:00Z,,,,,,
2019-11-17T13:00:00Z,,,,,,
2019-11-17T21:30:00Z,Low Impact Expected,NZD,BusinessNZ Services Index,55.4,,54.5
2019-11-18T00:01:00Z,Low Impact Expected,GBP,Rightmove HPI m/m,-1.3%,,0.6%
2019-11-18T07:16:00Z,Low Impact Expected,CNY,Foreign Direct Investment ytd/y,6.6%,,6.5%
2019-11-18T11:00:00Z,Low Impact Expected,EUR,German Buba Monthly Report,,,
2019-11-18T13:00:00Z,,,,,,
2019-11-18T15:00:00Z,Low Impact Expected,USD,NAHB Housing Market Index,70,71,71
2019-11-18T15:30:00Z,Low Impact Expected,AUD,CB Leading Index m/m,0.2%,,0.2%
2019-11-18T13:00:00Z,Low Impact Expected,CAD,BOC Financial System Review,,,
2019-11-18T21:00:00Z,Low Impact Expected,USD,TIC Long-Term Purchases,49.5B,70.3B,-41.2B
2019-11-18T21:45:00Z,Low Impact Expected,NZD,PPI Input q/q,0.9%,0.2%,0.3%
2019-11-18T13:00:00Z,Low Impact Expected,NZD,PPI Output q/q,1.0%,0.4%,0.5%
2019-11-18T22:00:00Z,Medium Impact Expected,AUD,RBA Assist Gov Kent Speaks,,,
2019-11-19T00:30:00Z,High Impact Expected,AUD,Monetary Policy Meeting Minutes,,,
2019-11-19T07:00:00Z,Low Impact Expected,CHF,Trade Balance,3.50B,4.24B,4.05B
2019-11-19T09:00:00Z,Low Impact Expected,EUR,Current Account,28.2B,22.3B,28.5B
2019-11-19T11:00:00Z,Low Impact Expected,GBP,CBI Industrial Order Expectations,-26,-30,-37
2019-11-19T13:00:00Z,,,,,,
2019-11-19T13:30:00Z,Medium Impact Expected,CAD,Manufacturing Sales m/m,-0.2%,-0.5%,0.8%
2019-11-19T13:00:00Z,Medium Impact Expected,USD,Building Permits,1.46M,1.39M,1.39M
2019-11-19T13:00:00Z,Low Impact Expected,USD,Housing Starts,1.31M,1.32M,1.27M
2019-11-19T14:00:00Z,Medium Impact Expected,USD,FOMC Member Williams Speaks,,,
2019-11-19T14:44:00Z,Low Impact Expected,NZD,GDT Price Index,1.7%,,3.7%
2019-11-19T18:00:00Z,Medium Impact Expected,CAD,Gov Council Member Wilkins Speaks,,,
2019-11-19T20:00:00Z,High Impact Expected,GBP,Prime Minister Johnson Speaks,,,
2019-11-19T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-11-19T23:30:00Z,Low Impact Expected,AUD,MI Leading Index m/m,-0.1%,,-0.1%
2019-11-19T23:50:00Z,Low Impact Expected,JPY,Trade Balance,-0.03T,0.26T,-0.06T
2019-11-20T01:30:00Z,Medium Impact Expected,CNY,1-y Loan Prime Rate,4.15%,4.20%,4.20%
2019-11-19T13:00:00Z,Medium Impact Expected,CNY,5-y Loan Prime Rate,4.80%,4.85%,4.85%
2019-11-20T07:00:00Z,Low Impact Expected,EUR,German PPI m/m,-0.2%,0.0%,0.1%
2019-11-20T09:00:00Z,Low Impact Expected,EUR,ECB Financial Stability Review,,,
2019-11-20T10:34:00Z,Low Impact Expected,EUR,German 30-y Bond Auction,0.14|1.2,,0.07|1.3
2019-11-20T13:00:00Z,,,,,,
2019-11-20T13:30:00Z,High Impact Expected,CAD,CPI m/m,0.3%,0.3%,-0.4%
2019-11-20T13:00:00Z,Medium Impact Expected,CAD,Common CPI y/y,1.9%,1.9%,1.9%
2019-11-20T13:00:00Z,Medium Impact Expected,CAD,Median CPI y/y,2.2%,2.2%,2.1%
2019-11-20T13:00:00Z,Medium Impact Expected,CAD,Trimmed CPI y/y,2.1%,2.1%,2.1%
2019-11-20T13:00:00Z,Low Impact Expected,CAD,Core CPI m/m,0.4%,,0.0%
2019-11-20T15:30:00Z,Medium Impact Expected,USD,Crude Oil Inventories,1.4M,1.4M,2.2M
2019-11-20T19:00:00Z,High Impact Expected,USD,FOMC Meeting Minutes,,,
2019-11-20T21:00:00Z,Low Impact Expected,USD,FOMC Financial Stability Report,,,
2019-11-21T02:00:00Z,Low Impact Expected,NZD,Credit Card Spending y/y,2.5%,,4.7%
2019-11-21T04:30:00Z,Low Impact Expected,JPY,All Industries Activity m/m,1.5%,1.5%,0.0%
2019-11-21T09:30:00Z,Low Impact Expected,GBP,Public Sector Net Borrowing,10.5B,8.5B,7.3B
2019-11-21T09:40:00Z,Low Impact Expected,EUR,Spanish 10-y Bond Auction,0.41|1.6,,0.30|2.3
2019-11-21T12:30:00Z,High Impact Expected,EUR,ECB Monetary Policy Meeting Accounts,,,
2019-11-21T13:00:00Z,,,,,,
2019-11-21T13:30:00Z,Low Impact Expected,CAD,ADP Non-Farm Employment Change,-22.6K,,25.7K
2019-11-21T13:00:00Z,Medium Impact Expected,USD,Philly Fed Manufacturing Index,10.4,7.0,5.6
2019-11-21T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,227K,215K,227K
2019-11-21T13:40:00Z,High Impact Expected,CAD,BOC Gov Poloz Speaks,,,
2019-11-21T15:00:00Z,Low Impact Expected,EUR,Consumer Confidence,-7,-7,-8
2019-11-21T13:00:00Z,Low Impact Expected,USD,CB Leading Index m/m,-0.1%,-0.1%,-0.2%
2019-11-21T13:00:00Z,Low Impact Expected,USD,Existing Home Sales,5.46M,5.49M,5.36M
2019-11-21T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-94B,-86B,3B
2019-11-21T22:00:00Z,Low Impact Expected,AUD,Flash Manufacturing PMI,49.9,,50.0
2019-11-21T13:00:00Z,Low Impact Expected,AUD,Flash Services PMI,49.5,,50.1
2019-11-21T23:30:00Z,Low Impact Expected,JPY,National Core CPI y/y,0.4%,0.4%,0.3%
2019-11-22T00:30:00Z,Low Impact Expected,JPY,Flash Manufacturing PMI,48.6,48.7,48.4
2019-11-22T07:00:00Z,Low Impact Expected,EUR,German Final GDP q/q,0.1%,0.1%,0.1%
2019-11-22T08:15:00Z,High Impact Expected,EUR,French Flash Services PMI,52.9,53.0,52.9
2019-11-21T13:00:00Z,Medium Impact Expected,EUR,French Flash Manufacturing PMI,51.6,50.9,50.7
2019-11-22T08:27:00Z,High Impact Expected,EUR,ECB President Lagarde Speaks,,,
2019-11-22T08:30:00Z,High Impact Expected,EUR,German Flash Manufacturing PMI,43.8,42.9,42.1
2019-11-21T13:00:00Z,High Impact Expected,EUR,German Flash Services PMI,51.3,52.0,51.6
2019-11-22T09:00:00Z,High Impact Expected,EUR,Flash Manufacturing PMI,46.6,46.4,45.9
2019-11-21T13:00:00Z,Medium Impact Expected,EUR,Flash Services PMI,51.5,52.4,52.2
2019-11-22T09:30:00Z,High Impact Expected,GBP,Flash Manufacturing PMI,48.3,48.8,49.6
2019-11-21T13:00:00Z,High Impact Expected,GBP,Flash Services PMI,48.6,50.1,50.0
2019-11-22T13:00:00Z,,,,,,
2019-11-22T13:00:00Z,Low Impact Expected,EUR,German Buba President Weidmann Speaks,,,
2019-11-22T13:30:00Z,High Impact Expected,CAD,Core Retail Sales m/m,0.2%,-0.1%,-0.1%
2019-11-22T13:00:00Z,Medium Impact Expected,CAD,Retail Sales m/m,-0.1%,-0.3%,0.1%
2019-11-22T14:45:00Z,High Impact Expected,USD,Flash Manufacturing PMI,52.2,51.5,51.3
2019-11-22T13:00:00Z,Low Impact Expected,USD,Flash Services PMI,51.6,51.2,50.6
2019-11-22T15:00:00Z,Low Impact Expected,USD,Revised UoM Consumer Sentiment,96.8,95.8,95.7
2019-11-22T13:00:00Z,Low Impact Expected,USD,Revised UoM Inflation Expectations,2.5%,,2.5%
2019-11-23T13:00:00Z,,,,,,
2019-11-23T13:00:00Z,,,,,,
2019-11-24T13:00:00Z,,,,,,
2019-11-25T09:00:00Z,Medium Impact Expected,EUR,German ifo Business Climate,95.0,94.9,94.7
2019-11-25T11:00:00Z,Low Impact Expected,GBP,CBI Realized Sales,-3,-10,-10
2019-11-25T13:00:00Z,,,,,,
2019-11-25T13:30:00Z,Low Impact Expected,CAD,Wholesale Sales m/m,1.0%,1.1%,-1.2%
2019-11-25T13:58:00Z,Low Impact Expected,EUR,Belgian NBB Business Climate,-3.9,-3.3,-4.6
2019-11-25T14:00:00Z,Low Impact Expected,CNY,CB Leading Index m/m,1.3%,,0.9%
2019-11-25T21:45:00Z,Medium Impact Expected,NZD,Retail Sales q/q,1.6%,0.5%,0.2%
2019-11-25T21:47:00Z,Medium Impact Expected,NZD,Core Retail Sales q/q,1.8%,0.6%,0.3%
2019-11-25T23:50:00Z,Medium Impact Expected,AUD,RBA Deputy Gov Debelle Speaks,,,
2019-11-25T13:00:00Z,Low Impact Expected,JPY,SPPI y/y,2.1%,1.8%,0.5%
2019-11-26T00:00:00Z,High Impact Expected,USD,Fed Chair Powell Speaks,,,
2019-11-26T05:00:00Z,Low Impact Expected,JPY,BOJ Core CPI y/y,0.3%,0.4%,0.3%
2019-11-26T07:00:00Z,Low Impact Expected,EUR,German GfK Consumer Climate,9.7,9.7,9.6
2019-11-26T09:05:00Z,High Impact Expected,AUD,RBA Gov Lowe Speaks,,,
2019-11-26T09:30:00Z,Low Impact Expected,GBP,High Street Lending,41.2K,43.1K,42.2K
2019-11-26T13:00:00Z,,,,,,
2019-11-26T13:30:00Z,Low Impact Expected,CAD,Corporate Profits q/q,0.4%,,5.2%
2019-11-26T13:00:00Z,Low Impact Expected,USD,Goods Trade Balance,-66.5B,-71.3B,-70.5B
2019-11-26T13:00:00Z,Low Impact Expected,USD,Prelim Wholesale Inventories m/m,0.2%,0.2%,-0.4%
2019-11-26T14:00:00Z,Low Impact Expected,USD,HPI m/m,0.6%,0.5%,0.2%
2019-11-26T13:00:00Z,Low Impact Expected,USD,S&P/CS Composite-20 HPI y/y,2.1%,2.1%,2.0%
2019-11-26T14:59:00Z,Medium Impact Expected,USD,Richmond Manufacturing Index,-1,6,8
2019-11-26T15:00:00Z,High Impact Expected,USD,CB Consumer Confidence,125.5,126.9,126.1
2019-11-26T13:00:00Z,Low Impact Expected,USD,New Home Sales,733K,708K,738K
2019-11-26T18:00:00Z,Low Impact Expected,USD,FOMC Member Brainard Speaks,,,
2019-11-26T20:00:00Z,Medium Impact Expected,NZD,RBNZ Financial Stability Report,,,
2019-11-26T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-11-26T21:45:00Z,Low Impact Expected,NZD,Trade Balance,-1013M,-1000M,-1319M
2019-11-26T22:00:00Z,High Impact Expected,NZD,RBNZ Gov Orr Speaks,,,
2019-11-27T00:01:00Z,Low Impact Expected,GBP,BRC Shop Price Index y/y,-0.5%,,-0.4%
2019-11-27T00:30:00Z,High Impact Expected,AUD,Construction Work Done q/q,-0.4%,-1.0%,-2.8%
2019-11-27T07:00:00Z,Low Impact Expected,EUR,German Import Prices m/m,-0.1%,-0.2%,0.6%
2019-11-27T09:00:00Z,Low Impact Expected,CHF,UBS Economic Expectations,-3.9,,-30.5
2019-11-27T13:00:00Z,,,,,,
2019-11-27T13:30:00Z,Medium Impact Expected,USD,Core Durable Goods Orders m/m,0.6%,0.2%,-0.4%
2019-11-27T13:00:00Z,Medium Impact Expected,USD,Durable Goods Orders m/m,0.6%,-0.5%,-1.2%
2019-11-27T13:00:00Z,Medium Impact Expected,USD,Prelim GDP q/q,2.1%,1.9%,1.9%
2019-11-27T13:00:00Z,Low Impact Expected,USD,Prelim GDP Price Index q/q,1.8%,1.7%,1.7%
2019-11-27T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,213K,223K,228K
2019-11-27T14:45:00Z,High Impact Expected,USD,Chicago PMI,46.3,47.2,43.2
2019-11-27T15:00:00Z,Medium Impact Expected,USD,Core PCE Price Index m/m,0.1%,0.2%,0.0%
2019-11-27T13:00:00Z,Medium Impact Expected,USD,Personal Spending m/m,0.3%,0.3%,0.2%
2019-11-27T13:00:00Z,Low Impact Expected,USD,Pending Home Sales m/m,-1.7%,0.2%,1.4%
2019-11-27T13:00:00Z,Low Impact Expected,USD,Personal Income m/m,0.0%,0.3%,0.3%
2019-11-27T15:30:00Z,Medium Impact Expected,USD,Crude Oil Inventories,1.6M,-0.5M,1.4M
2019-11-27T17:00:00Z,Low Impact Expected,USD,Natural Gas Storage,-28B,-25B,-94B
2019-11-27T19:00:00Z,Low Impact Expected,USD,Beige Book,,,
2019-11-27T23:50:00Z,Low Impact Expected,JPY,Retail Sales y/y,-7.1%,-3.8%,9.2%
2019-11-28T00:00:00Z,High Impact Expected,NZD,ANZ Business Confidence,-26.4,,-42.4
2019-11-28T00:30:00Z,High Impact Expected,AUD,Private Capital Expenditure q/q,-0.2%,0.0%,-0.6%
2019-11-28T04:30:00Z,High Impact Expected,JPY,BOJ Gov Kuroda Speaks,,,
2019-11-28T06:45:00Z,Low Impact Expected,CHF,GDP q/q,0.4%,0.1%,0.3%
2019-11-28T07:00:00Z,Low Impact Expected,GBP,Nationwide HPI m/m,0.5%,0.1%,0.2%
2019-11-28,Medium Impact Expected,EUR,German Prelim CPI m/m,-0.8%,-0.7%,0.1%
