utc_datetime,impact,currency,event,actual,forecast,previous
2019-01-20T13:00:00Z,Low Impact Expected,CNY,Unemployment Rate,4.9%,,4.8%
2019-01-21T07:00:00Z,Low Impact Expected,EUR,German PPI m/m,-0.4%,-0.1%,0.1%
2019-01-21T11:00:00Z,Low Impact Expected,EUR,German Buba Monthly Report,,,
2019-01-21T13:00:00Z,,,,,,
2019-01-22,Non-Economic,USD,Bank Holiday,,,
2019-01-21T15:35:00Z,High Impact Expected,GBP,Prime Minister May Speaks,,,
2019-01-21T21:30:00Z,Low Impact Expected,NZD,BusinessNZ Services Index,53.0,,53.4
2019-01-22T05:00:00Z,Low Impact Expected,JPY,BOJ Core CPI y/y,0.4%,0.5%,0.5%
2019-01-22T09:30:00Z,High Impact Expected,GBP,Average Earnings Index 3m/y,3.4%,3.3%,3.3%
2019-01-21T13:00:00Z,Medium Impact Expected,GBP,Public Sector Net Borrowing,2.1B,1.1B,6.3B
2019-01-21T13:00:00Z,Medium Impact Expected,GBP,Unemployment Rate,4.0%,4.1%,4.1%
2019-01-21T13:00:00Z,Low Impact Expected,GBP,Claimant Count Change,20.8K,20.1K,24.8K
2019-01-22T10:00:00Z,Medium Impact Expected,EUR,German ZEW Economic Sentiment,-15.0,-18.8,-17.5
2019-01-21T13:00:00Z,Low Impact Expected,EUR,ZEW Economic Sentiment,-20.9,-20.1,-21.0
2019-01-22T13:00:00Z,,,,,,
2019-01-22T13:30:00Z,Medium Impact Expected,CAD,Manufacturing Sales m/m,-1.4%,-0.8%,-0.1%
2019-01-22T13:00:00Z,Low Impact Expected,CAD,Wholesale Sales m/m,-1.0%,-0.3%,0.7%
2019-01-22T15:00:00Z,Low Impact Expected,USD,Existing Home Sales,4.99M,5.27M,5.33M
2019-01-22T15:30:00Z,Low Impact Expected,AUD,CB Leading Index m/m,-0.1%,,-0.5%
2019-01-22T21:45:00Z,High Impact Expected,NZD,CPI q/q,0.1%,0.0%,0.9%
2019-01-22T23:30:00Z,Low Impact Expected,AUD,MI Leading Index m/m,-0.2%,,-0.1%
2019-01-22T23:50:00Z,Low Impact Expected,JPY,Trade Balance,-0.18T,-0.29T,-0.48T
2019-01-23T02:59:00Z,High Impact Expected,JPY,BOJ Outlook Report,,,
2019-01-22T13:00:00Z,High Impact Expected,JPY,Monetary Policy Statement,,,
2019-01-22T13:00:00Z,Medium Impact Expected,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
2019-01-23T04:30:00Z,Low Impact Expected,JPY,All Industries Activity m/m,-0.3%,-0.4%,2.1%
2019-01-23T06:30:00Z,High Impact Expected,JPY,BOJ Press Conference,,,
2019-01-22T13:00:00Z,Medium Impact Expected,All,WEF Annual Meetings,,,
2019-01-23T09:30:00Z,Medium Impact Expected,GBP,MPC Member Broadbent Speaks,,,
2019-01-23T11:00:00Z,Low Impact Expected,GBP,CBI Industrial Order Expectations,-1,5,8
2019-01-23T13:00:00Z,,,,,,
2019-01-23T13:30:00Z,High Impact Expected,CAD,Core Retail Sales m/m,-0.6%,-0.4%,-0.2%
2019-01-23T13:00:00Z,Medium Impact Expected,CAD,Retail Sales m/m,-0.9%,-0.6%,0.2%
2019-01-23T14:00:00Z,Low Impact Expected,USD,HPI m/m,0.4%,0.3%,0.4%
2019-01-23T15:00:00Z,Low Impact Expected,EUR,Consumer Confidence,-8,-6,-6
2019-01-23T15:03:00Z,Low Impact Expected,USD,Richmond Manufacturing Index,-2,-2,-8
2019-01-23T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-01-23T22:00:00Z,Low Impact Expected,AUD,Flash Manufacturing PMI,54.3,,54.0
2019-01-23T13:00:00Z,Low Impact Expected,AUD,Flash Services PMI,51.0,,52.7
2019-01-24T00:30:00Z,High Impact Expected,AUD,Employment Change,21.6K,17.3K,39.0K
2019-01-23T13:00:00Z,High Impact Expected,AUD,Unemployment Rate,5.0%,5.1%,5.1%
2019-01-23T13:00:00Z,Low Impact Expected,JPY,Flash Manufacturing PMI,50.0,52.7,52.6
2019-01-24T02:00:00Z,Low Impact Expected,NZD,Credit Card Spending y/y,4.5%,,6.1%
2019-01-24T08:15:00Z,Medium Impact Expected,EUR,French Flash Manufacturing PMI,51.2,50.0,49.7
2019-01-23T13:00:00Z,Medium Impact Expected,EUR,French Flash Services PMI,47.5,50.6,49.0
2019-01-24T08:30:00Z,Medium Impact Expected,EUR,German Flash Manufacturing PMI,49.9,51.4,51.5
2019-01-23T13:00:00Z,Medium Impact Expected,EUR,German Flash Services PMI,53.1,52.2,51.8
2019-01-24T09:00:00Z,Medium Impact Expected,EUR,Flash Manufacturing PMI,50.5,51.5,51.4
2019-01-23T13:00:00Z,Medium Impact Expected,EUR,Flash Services PMI,50.8,51.5,51.2
2019-01-23T13:00:00Z,Medium Impact Expected,All,WEF Annual Meetings,,,
2019-01-24T12:44:00Z,High Impact Expected,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%
2019-01-24T12:45:00Z,High Impact Expected,EUR,Monetary Policy Statement,,,
2019-01-24T13:00:00Z,,,,,,
2019-01-24T13:30:00Z,High Impact Expected,EUR,ECB Press Conference,,,
2019-01-24T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,199K,219K,212K
2019-01-24T14:45:00Z,Low Impact Expected,USD,Flash Manufacturing PMI,54.9,53.5,53.8
2019-01-24T13:00:00Z,Low Impact Expected,USD,Flash Services PMI,54.2,54.0,54.4
2019-01-24T15:00:00Z,Low Impact Expected,USD,CB Leading Index m/m,-0.1%,-0.1%,0.2%
2019-01-24T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-163B,-145B,-81B
2019-01-24T16:00:00Z,Low Impact Expected,USD,Crude Oil Inventories,8.0M,-0.2M,-2.7M
2019-01-24T21:48:00Z,Low Impact Expected,NZD,Visitor Arrivals m/m,2.1%,,4.2%
2019-01-24T23:30:00Z,Low Impact Expected,JPY,Tokyo Core CPI y/y,1.1%,0.9%,0.9%
2019-01-25T09:00:00Z,Medium Impact Expected,EUR,German ifo Business Climate,99.1,100.7,101.0
2019-01-24T13:00:00Z,Medium Impact Expected,All,WEF Annual Meetings,,,
2019-01-25T09:30:00Z,Low Impact Expected,GBP,High Street Lending,38.8K,38.9K,39.2K
2019-01-25T11:00:00Z,Low Impact Expected,GBP,CBI Realized Sales,0,3,-13
2019-01-25T13:00:00Z,,,,,,
2019-01-25T13:59:00Z,Low Impact Expected,EUR,Belgian NBB Business Climate,-1.5,-1.4,-0.9
2019-01-25T18:30:00Z,High Impact Expected,USD,President Trump Speaks,,,
2019-01-25T13:00:00Z,Medium Impact Expected,All,WEF Annual Meetings,,,
2019-01-26T13:00:00Z,,,,,,
2019-01-26T13:00:00Z,,,,,,
2019-01-27T13:00:00Z,,,,,,
2019-01-28,Non-Economic,AUD,Bank Holiday,,,
2019-01-27T23:50:00Z,Low Impact Expected,JPY,Monetary Policy Meeting Minutes,,,
2019-01-27T13:00:00Z,Low Impact Expected,JPY,SPPI y/y,1.1%,1.2%,1.2%
2019-01-28T09:00:00Z,Low Impact Expected,EUR,M3 Money Supply y/y,4.1%,3.8%,3.7%
2019-01-27T13:00:00Z,Low Impact Expected,EUR,Private Loans y/y,3.3%,3.4%,3.3%
2019-01-28T13:00:00Z,,,,,,
2019-01-28T14:00:00Z,Low Impact Expected,CNY,CB Leading Index m/m,1.3%,,0.8%
2019-01-28T13:00:00Z,High Impact Expected,EUR,ECB President Draghi Speaks,,,
2019-01-28T14:30:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2019-01-28T21:45:00Z,Medium Impact Expected,NZD,Trade Balance,264M,225M,-955M
2019-01-29T00:30:00Z,Low Impact Expected,AUD,NAB Business Confidence,3,,3
2019-01-29T07:00:00Z,Low Impact Expected,CHF,Trade Balance,1.90B,4.55B,4.75B
2019-01-29T08:00:00Z,Medium Impact Expected,EUR,Spanish Unemployment Rate,14.5%,14.5%,14.6%
2019-01-29T13:00:00Z,,,,,,
2019-01-29T14:00:00Z,Low Impact Expected,USD,S&P/CS Composite-20 HPI y/y,4.7%,5.0%,5.0%
2019-01-29T15:00:00Z,High Impact Expected,USD,CB Consumer Confidence,120.2,125.0,126.6
2019-01-29T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-01-29T23:50:00Z,Low Impact Expected,JPY,Retail Sales y/y,1.3%,0.9%,1.4%
2019-01-30T00:01:00Z,Low Impact Expected,GBP,BRC Shop Price Index y/y,0.4%,,0.3%
2019-01-30T00:30:00Z,High Impact Expected,AUD,CPI q/q,0.5%,0.4%,0.4%
2019-01-29T13:00:00Z,High Impact Expected,AUD,Trimmed Mean CPI q/q,0.4%,0.4%,0.4%
2019-01-30T05:00:00Z,Low Impact Expected,JPY,Consumer Confidence,41.9,42.5,42.7
2019-01-30T06:30:00Z,Low Impact Expected,EUR,French Flash GDP q/q,0.3%,0.2%,0.3%
2019-01-30T07:00:00Z,Low Impact Expected,EUR,German GfK Consumer Climate,10.8,10.3,10.5
2019-01-29T13:00:00Z,Low Impact Expected,EUR,German Import Prices m/m,-1.3%,-0.8%,-1.0%
2019-01-30,Medium Impact Expected,EUR,German Prelim CPI m/m,-0.8%,-0.9%,0.1%
2019-01-30T07:45:00Z,Low Impact Expected,EUR,French Consumer Spending m/m,-1.5%,-0.3%,-0.1%
2019-01-30T08:00:00Z,Low Impact Expected,CHF,KOF Economic Barometer,95.0,96.8,96.4
2019-01-30T09:00:00Z,Low Impact Expected,CHF,UBS Economic Expectations,-44.0,,-22.2
2019-01-30T09:30:00Z,Medium Impact Expected,GBP,Net Lending to Individuals m/m,4.8B,4.3B,4.6B
2019-01-29T13:00:00Z,Low Impact Expected,GBP,M4 Money Supply m/m,0.4%,0.2%,0.1%
2019-01-29T13:00:00Z,Low Impact Expected,GBP,Mortgage Approvals,64K,63K,64K
2019-01-30T10:14:00Z,Low Impact Expected,EUR,Italian 10-y Bond Auction,2.60|1.4,,2.70|1.5
2019-01-30T10:34:00Z,Low Impact Expected,EUR,German 10-y Bond Auction,0.20|1.5,,0.29|1.6
2019-01-30T13:00:00Z,,,,,,
2019-01-30T13:15:00Z,Medium Impact Expected,USD,ADP Non-Farm Employment Change,213K,180K,263K
2019-01-30T15:00:00Z,Low Impact Expected,USD,Pending Home Sales m/m,-2.2%,0.8%,-0.9%
2019-01-30T15:30:00Z,Low Impact Expected,USD,Crude Oil Inventories,0.9M,3.0M,8.0M
2019-01-30T19:00:00Z,High Impact Expected,USD,Federal Funds Rate,2.50%,2.50%,2.50%
2019-01-30T13:00:00Z,High Impact Expected,USD,FOMC Statement,,,
2019-01-30T19:30:00Z,High Impact Expected,USD,FOMC Press Conference,,,
2019-01-30T23:50:00Z,Low Impact Expected,JPY,BOJ Summary of Opinions,,,
2019-01-30T13:00:00Z,Low Impact Expected,JPY,Prelim Industrial Production m/m,-0.1%,-0.5%,-1.0%
2019-01-31T00:01:00Z,Low Impact Expected,GBP,GfK Consumer Confidence,-14,-14,-14
2019-01-31T00:30:00Z,Low Impact Expected,AUD,Import Prices q/q,0.5%,0.3%,1.9%
2019-01-30T13:00:00Z,Low Impact Expected,AUD,Private Sector Credit m/m,0.2%,0.3%,0.3%
2019-01-31T01:00:00Z,Medium Impact Expected,CNY,Manufacturing PMI,49.5,49.3,49.4
2019-01-30T13:00:00Z,Low Impact Expected,CNY,Non-Manufacturing PMI,54.7,53.9,53.8
2019-01-31T05:00:00Z,Low Impact Expected,JPY,Housing Starts y/y,2.1%,2.1%,-0.6%
2019-01-31T06:57:00Z,Low Impact Expected,GBP,Nationwide HPI m/m,0.3%,0.2%,-0.7%
2019-01-31T07:00:00Z,Low Impact Expected,EUR,German Retail Sales m/m,-4.3%,-0.5%,1.4%
2019-01-31T07:45:00Z,Low Impact Expected,EUR,French Prelim CPI m/m,-0.5%,-0.5%,0.0%
2019-01-31T08:00:00Z,Medium Impact Expected,EUR,Spanish Flash GDP q/q,0.7%,0.6%,0.6%
2019-01-30T13:00:00Z,Low Impact Expected,EUR,Spanish Flash CPI y/y,1.0%,1.1%,1.2%
2019-01-31T08:55:00Z,Low Impact Expected,EUR,German Unemployment Change,-2K,-11K,-12K
2019-01-31T09:00:00Z,Low Impact Expected,EUR,Italian Monthly Unemployment Rate,10.3%,10.6%,10.5%
2019-01-31T10:00:00Z,Medium Impact Expected,EUR,Prelim Flash GDP q/q,0.2%,0.2%,0.2%
2019-01-30T13:00:00Z,Low Impact Expected,EUR,Italian Prelim GDP q/q,-0.2%,-0.1%,-0.1%
2019-01-30T13:00:00Z,Low Impact Expected,EUR,Unemployment Rate,7.9%,7.9%,7.9%
2019-01-31T12:30:00Z,Low Impact Expected,USD,Challenger Job Cuts y/y,18.7%,,35.3%
2019-01-31T13:00:00Z,,,,,,
2019-01-31T13:30:00Z,High Impact Expected,CAD,GDP m/m,-0.1%,-0.1%,0.3%
2019-01-31T13:00:00Z,Medium Impact Expected,CAD,RMPI m/m,3.8%,3.9%,-11.8%
2019-01-31T13:00:00Z,Low Impact Expected,CAD,IPPI m/m,-0.7%,0.1%,-0.8%
2019-01-31T13:00:00Z,Medium Impact Expected,USD,Employment Cost Index q/q,0.7%,0.8%,0.8%
2019-01-31T13:00:00Z,Low Impact Expected,USD,Unemployment Claims,253K,215K,200K
2019-01-31T14:45:00Z,Medium Impact Expected,USD,Chicago PMI,56.7,61.5,65.4
2019-01-31T15:00:00Z,Low Impact Expected,USD,New Home Sales,657K,569K,562K
2019-01-31T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-173B,-191B,-163B
2019-01-31T16:00:00Z,Medium Impact Expected,EUR,German Buba President Weidmann Speaks,,,
2019-01-31T17:30:00Z,Medium Impact Expected,CAD,Gov Council Member Wilkins Speaks,,,
2019-01-31T21:00:00Z,Low Impact Expected,USD,TIC Long-Term Purchases,37.6B,30.3B,31.9B
2019-01-31T21:30:00Z,Low Impact Expected,AUD,AIG Manufacturing Index,52.5,,50.0
2019-01-31T23:30:00Z,Low Impact Expected,JPY,Unemployment Rate,2.4%,2.5%,2.5%
2019-02-01T00:30:00Z,Low Impact Expected,AUD,PPI q/q,0.5%,0.6%,0.8%
2019-01-31T13:00:00Z,Low Impact Expected,JPY,Final Manufacturing PMI,50.3,50.0,50.0
2019-02-01T01:45:00Z,Medium Impact Expected,CNY,Caixin Manufacturing PMI,48.3,49.5,49.7
2019-02-01T05:30:00Z,Low Impact Expected,AUD,Commodity Prices y/y,6.9%,,10.8%
2019-02-01T06:45:00Z,Low Impact Expected,CHF,SECO Consumer Climate,-4,-5,-6
2019-02-01T07:30:00Z,Low Impact Expected,CHF,Retail Sales y/y,-0.3%,0.1%,-0.6%
2019-02-01T07:45:00Z,Low Impact Expected,EUR,French Gov Budget Balance,-76.1B,,-95.6B
2019-02-01T08:15:00Z,Low Impact Expected,EUR,Spanish Manufacturing PMI,52.4,50.5,51.1
2019-02-01T08:30:00Z,Low Impact Expected,CHF,Manufacturing PMI,54.3,56.2,57.8
2019-02-01T08:45:00Z,Low Impact Expected,EUR,Italian Manufacturing PMI,47.8,49.0,49.2
2019-02-01T08:50:00Z,Low Impact Expected,EUR,French Final Manufacturing PMI,51.2,51.2,51.2
2019-02-01T08:55:00Z,Low Impact Expected,EUR,German Final Manufacturing PMI,49.7,49.9,49.9
2019-02-01T09:00:00Z,Low Impact Expected,EUR,Final Manufacturing PMI,50.5,50.5,50.5
2019-02-01T09:30:00Z,Medium Impact Expected,GBP,Final Manufacturing PMI,52.8,53.5,54.2
2019-02-01T10:00:00Z,Medium Impact Expected,EUR,Core CPI Flash Estimate y/y,1.1%,1.0%,1.0%
2019-01-31T13:00:00Z,Medium Impact Expected,EUR,CPI Flash Estimate y/y,1.4%,1.4%,1.6%
2019-02-01T13:00:00Z,,,,,,
2019-02-01T13:30:00Z,High Impact Expected,USD,Average Hourly Earnings m/m,0.1%,0.3%,0.4%
2019-02-01T13:00:00Z,High Impact Expected,USD,Non-Farm Employment Change,304K,165K,222K
2019-02-01T13:00:00Z,High Impact Expected,USD,Unemployment Rate,4.0%,3.9%,3.9%
2019-02-01T14:30:00Z,Low Impact Expected,CAD,Manufacturing PMI,53.0,,53.6
2019-02-01T14:45:00Z,Low Impact Expected,USD,Final Manufacturing PMI,54.9,54.9,54.9
2019-02-01T15:00:00Z,High Impact Expected,USD,ISM Manufacturing PMI,56.6,54.1,54.1
2019-02-01T13:00:00Z,Medium Impact Expected,USD,Revised UoM Consumer Sentiment,91.2,90.8,90.7
2019-02-01T13:00:00Z,Low Impact Expected,USD,Construction Spending m/m,0.8%,0.2%,0.1%
2019-02-01T13:00:00Z,Low Impact Expected,USD,Final Wholesale Inventories m/m,0.3%,0.5%,0.8%
2019-02-01T13:00:00Z,Low Impact Expected,USD,ISM Manufacturing Prices,49.6,54.4,54.9
2019-02-01T13:00:00Z,Low Impact Expected,USD,Revised UoM Inflation Expectations,2.7%,,2.7%
2019-02-02,Low Impact Expected,USD,Total Vehicle Sales,16.7M,17.2M,17.6M
2019-02-02,Low Impact Expected,USD,Wards Total Vehicle Sales,16.6M,17.2M,17.5M
2019-02-02T13:00:00Z,,,,,,
2019-02-03T01:45:00Z,Low Impact Expected,CNY,Caixin Services PMI,53.6,53.3,53.9
2019-02-03T13:00:00Z,,,,,,
2019-02-03T21:45:00Z,Low Impact Expected,NZD,Building Consents m/m,5.1%,,-1.9%
2019-02-03T23:50:00Z,Low Impact Expected,JPY,Monetary Base y/y,4.7%,4.6%,4.8%
2019-02-04T00:00:00Z,Low Impact Expected,AUD,MI Inflation Gauge m/m,-0.1%,,0.4%
2019-02-04,Non-Economic,CNY,Bank Holiday,,,
2019-02-04T00:30:00Z,Medium Impact Expected,AUD,Building Approvals m/m,-8.4%,2.1%,-9.8%
2019-02-03T13:00:00Z,Low Impact Expected,AUD,ANZ Job Advertisements m/m,-1.7%,,-0.7%
2019-02-04T08:00:00Z,Low Impact Expected,EUR,Spanish Unemployment Change,83.5K,60.3K,-50.6K
2019-02-04T09:30:00Z,Low Impact Expected,EUR,Sentix Investor Confidence,-3.7,-1.1,-1.5
2019-02-03T13:00:00Z,Low Impact Expected,GBP,Construction PMI,50.6,52.6,52.8
2019-02-04T10:00:00Z,Low Impact Expected,EUR,PPI m/m,-0.8%,-0.7%,-0.3%
2019-02-03T13:00:00Z,Low Impact Expected,EUR,Italian Prelim CPI m/m,0.1%,0.1%,-0.1%
2019-02-04T13:00:00Z,,,,,,
2019-02-04T15:00:00Z,Low Impact Expected,USD,Factory Orders m/m,-0.6%,0.3%,-2.1%
2019-02-04T19:00:00Z,Low Impact Expected,USD,Loan Officer Survey,,,
2019-02-04T21:30:00Z,Low Impact Expected,AUD,AIG Services Index,44.3,,52.1
2019-02-05T00:00:00Z,Low Impact Expected,NZD,ANZ Commodity Prices m/m,2.1%,,-0.2%
2019-02-05T00:01:00Z,Low Impact Expected,GBP,BRC Retail Sales Monitor y/y,1.8%,-0.2%,-0.7%
2019-02-05,Non-Economic,CNY,Bank Holiday,,,
2019-02-05T00:30:00Z,High Impact Expected,AUD,Retail Sales m/m,-0.4%,0.0%,0.5%
2019-02-04T13:00:00Z,Medium Impact Expected,AUD,Goods Trade Balance,3.68B,2.25B,2.26B
2019-02-05T03:30:00Z,High Impact Expected,AUD,RBA Rate Statement,,,
2019-02-04T13:00:00Z,Medium Impact Expected,AUD,Cash Rate,1.50%,1.50%,1.50%
2019-02-05T03:35:00Z,Low Impact Expected,JPY,10-y Bond Auction,-0.01|4.8,,0.02|4.0
2019-02-05T08:15:00Z,Low Impact Expected,EUR,Spanish Services PMI,54.7,53.1,54.0
2019-02-05T08:45:00Z,Low Impact Expected,EUR,Italian Services PMI,49.7,50.0,50.5
2019-02-05T08:50:00Z,Low Impact Expected,EUR,French Final Services PMI,47.8,47.5,47.5
2019-02-05T08:55:00Z,Low Impact Expected,EUR,German Final Services PMI,53.0,53.1,53.1
2019-02-05T09:00:00Z,Low Impact Expected,EUR,Final Services PMI,51.2,50.8,50.8
2019-02-05T09:30:00Z,Medium Impact Expected,GBP,Final Services PMI,50.1,51.1,51.2
2019-02-05T10:00:00Z,Low Impact Expected,EUR,Retail Sales m/m,-1.6%,-1.5%,0.8%
2019-02-05T13:00:00Z,,,,,,
2019-02-05T14:45:00Z,Low Impact Expected,USD,Final Services PMI,54.2,54.2,54.2
2019-02-05T15:00:00Z,High Impact Expected,USD,ISM Services PMI,56.7,57.2,57.6
2019-02-05T13:00:00Z,Low Impact Expected,USD,RCM/TIPP Economic Optimism,50.3,53.1,52.3
2019-02-06,Non-Economic,NZD,Bank Holiday,,,
2019-02-05T21:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-02-05T13:00:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2019-02-06,Non-Economic,CNY,Bank Holiday,,,
2019-02-06T01:30:00Z,High Impact Expected,AUD,RBA Gov Lowe Speaks,,,
2019-02-06T02:00:00Z,High Impact Expected,USD,President Trump Speaks,,,
2019-02-06T07:00:00Z,Low Impact Expected,EUR,German Factory Orders m/m,-1.6%,0.3%,-0.2%
2019-02-06T13:00:00Z,,,,,,
2019-02-06T13:30:00Z,Low Impact Expected,CAD,Building Permits m/m,6.0%,-0.9%,2.1%
2019-02-06T13:00:00Z,Low Impact Expected,USD,Trade Balance,-49.3B,-54.0B,-55.7B
2019-02-06T13:35:00Z,Medium Impact Expected,CAD,Gov Council Member Lane Speaks,,,
2019-02-06T14:43:00Z,Low Impact Expected,NZD,GDT Price Index,6.7%,,4.2%
2019-02-06T15:00:00Z,Medium Impact Expected,CAD,Ivey PMI,54.7,56.4,59.7
2019-02-06T15:30:00Z,Low Impact Expected,USD,Crude Oil Inventories,1.3M,1.3M,0.9M
2019-02-06T18:01:00Z,Low Impact Expected,USD,10-y Bond Auction,2.69|2.3,,2.73|2.5
2019-02-06T21:30:00Z,Low Impact Expected,AUD,AIG Construction Index,43.1,,42.6
2019-02-06T21:45:00Z,High Impact Expected,NZD,Employment Change q/q,0.1%,0.3%,1.0%
2019-02-06T13:00:00Z,High Impact Expected,NZD,Unemployment Rate,4.3%,4.1%,4.0%
2019-02-06T13:00:00Z,Low Impact Expected,NZD,Labor Cost Index q/q,0.5%,0.6%,0.5%
2019-02-06T23:05:00Z,Medium Impact Expected,USD,FOMC Member Quarles Speaks,,,
2019-02-07T00:00:00Z,High Impact Expected,USD,Fed Chair Powell Speaks,,,
2019-02-07,Non-Economic,CNY,Bank Holiday,,,
2019-02-07T00:30:00Z,Low Impact Expected,AUD,NAB Quarterly Business Confidence,1,,3
2019-02-07T03:35:00Z,Low Impact Expected,JPY,30-y Bond Auction,0.59|4.7,,0.72|4.0
2019-02-07T05:00:00Z,Low Impact Expected,JPY,Leading Indicators,97.9%,97.9%,99.1%
2019-02-07T07:00:00Z,Low Impact Expected,EUR,German Industrial Production m/m,-0.4%,0.8%,-1.3%
2019-02-07T07:45:00Z,Low Impact Expected,EUR,French Trade Balance,-4.7B,-4.1B,-4.8B
2019-02-07T08:00:00Z,Low Impact Expected,CHF,Foreign Currency Reserves,741B,,729B
2019-02-07T08:30:00Z,Low Impact Expected,GBP,Halifax HPI m/m,-2.9%,-0.6%,2.5%
2019-02-07T09:00:00Z,Low Impact Expected,EUR,ECB Economic Bulletin,,,
2019-02-06T13:00:00Z,Low Impact Expected,EUR,Italian Retail Sales m/m,-0.7%,-0.1%,0.6%
2019-02-07T10:00:00Z,Medium Impact Expected,EUR,EU Economic Forecasts,,,
2019-02-07T10:02:00Z,Low Impact Expected,EUR,French 10-y Bond Auction,0.57|2.2,,0.68|1.7
2019-02-07T12:00:00Z,High Impact Expected,GBP,BOE Monetary Policy Report,,,
2019-02-06T13:00:00Z,High Impact Expected,GBP,Monetary Policy Summary,,,
2019-02-06T13:00:00Z,High Impact Expected,GBP,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
2019-02-06T13:00:00Z,Medium Impact Expected,GBP,Official Bank Rate,0.75%,0.75%,0.75%
2019-02-06T13:00:00Z,Low Impact Expected,GBP,Asset Purchase Facility,435B,435B,435B
2019-02-06T13:00:00Z,Low Impact Expected,GBP,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9
2019-02-07T12:30:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2019-02-07T13:00:00Z,,,,,,
2019-02-07T13:30:00Z,Low Impact Expected,USD,Unemployment Claims,234K,220K,253K
2019-02-07T14:30:00Z,Medium Impact Expected,USD,FOMC Member Clarida Speaks,,,
2019-02-07T15:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-237B,-228B,-173B
2019-02-07T18:01:00Z,Low Impact Expected,USD,30-y Bond Auction,3.02|2.3,,3.04|2.2
2019-02-07T20:00:00Z,Low Impact Expected,USD,Consumer Credit m/m,16.6B,16.5B,22.4B
2019-02-07T23:30:00Z,Medium Impact Expected,JPY,Average Cash Earnings y/y,1.8%,1.7%,1.7%
2019-02-07T13:00:00Z,Low Impact Expected,JPY,Household Spending y/y,0.1%,0.8%,-0.6%
2019-02-07T23:50:00Z,Low Impact Expected,JPY,Bank Lending y/y,2.4%,2.4%,2.4%
2019-02-07T13:00:00Z,Low Impact Expected,JPY,Current Account,1.56T,1.52T,1.44T
2019-02-08,Non-Economic,CNY,Bank Holiday,,,
2019-02-08T00:30:00Z,High Impact Expected,AUD,RBA Monetary Policy Statement,,,
2019-02-07T13:00:00Z,Medium Impact Expected,USD,FOMC Member Bullard Speaks,,,
2019-02-08T05:02:00Z,Low Impact Expected,JPY,Economy Watchers Sentiment,45.6,48.5,48.0
2019-02-08T06:45:00Z,Low Impact Expected,CHF,Unemployment Rate,2.4%,2.4%,2.4%
2019-02-08T07:00:00Z,Low Impact Expected,EUR,German Trade Balance,19.4B,18.3B,18.9B
2019-02-08T07:45:00Z,Low Impact Expected,EUR,French Industrial Production m/m,0.8%,0.7%,-1.5%
2019-02-07T13:00:00Z,Low Impact Expected,EUR,French Prelim Private Payrolls q/q,0.1%,0.1%,0.1%
2019-02-08T09:00:00Z,Low Impact Expected,EUR,Italian Industrial Production m/m,-0.8%,0.4%,-1.7%
2019-02-08T13:00:00Z,,,,,,
2019-02-08T13:13:00Z,Low Impact Expected,CAD,Housing Starts,208K,206K,214K
2019-02-08T13:30:00Z,High Impact Expected,CAD,Employment Change,66.8K,6.5K,9.3K
2019-02-08T13:00:00Z,High Impact Expected,CAD,Unemployment Rate,5.8%,5.7%,5.6%
2019-02-09T13:00:00Z,,,,,,
2019-02-09T13:00:00Z,,,,,,
2019-02-10T13:00:00Z,,,,,,
2019-02-11,Non-Economic,JPY,Bank Holiday,,,
2019-02-11T07:30:00Z,Low Impact Expected,CHF,CPI m/m,-0.3%,-0.2%,-0.3%
2019-02-11T09:30:00Z,High Impact Expected,GBP,GDP m/m,-0.4%,0.0%,0.2%
2019-02-10T13:00:00Z,High Impact Expected,GBP,Manufacturing Production m/m,-0.7%,0.2%,-0.1%
2019-02-10T13:00:00Z,High Impact Expected,GBP,Prelim GDP q/q,0.2%,0.3%,0.6%
2019-02-10T13:00:00Z,Medium Impact Expected,GBP,Prelim Business Investment q/q,-1.4%,-1.3%,-1.1%
2019-02-10T13:00:00Z,Low Impact Expected,GBP,Construction Output m/m,-2.8%,0.2%,0.1%
2019-02-10T13:00:00Z,Low Impact Expected,GBP,Goods Trade Balance,-12.1B,-12.0B,-12.4B
2019-02-10T13:00:00Z,Low Impact Expected,GBP,Index of Services 3m/3m,0.4%,0.3%,0.4%
2019-02-10T13:00:00Z,Low Impact Expected,GBP,Industrial Production m/m,-0.5%,0.1%,-0.3%
2019-02-11,Low Impact Expected,EUR,Eurogroup Meetings,,,
